iter	Passed	Remaining
1494	789758	3172239
1495	790285	3171707
1496	790816	3171188
1497	791386	3170828
1498	791863	3170095
1499	792332	3169330
1500	792780	3168481
1501	793229	3167635
1502	793750	3167079
1503	794239	3166396
1504	794759	3165836
1505	795184	3164897
1506	795636	3164066
1507	796132	3163410
1508	796673	3162937
1509	797160	3162244
1510	797640	3161528
1511	798136	3160874
1512	798718	3160558
1513	799162	3159701
1514	799666	3159078
1515	800206	3158597
1516	800746	3158119
1517	801287	3157641
1518	801850	3157254
1519	802310	3156458
1520	802832	3155906
1521	803385	3155478
1522	803856	3154728
1523	804424	3154358
1524	804935	3153763
1525	805499	3153375
1526	806014	3152799
1527	806545	3152285
1528	806943	3151250
1529	807442	3150610
1530	807997	3150188
1531	808503	3149575
1532	808940	3148692
1533	809483	3148224
1534	810053	3147860
1535	810552	3147222
1536	811086	3146721
1537	811587	3146089
1538	812109	3145538
1539	812691	3145223
1540	813200	3144621
1541	813678	3143900
1542	814208	3143382
1543	814711	3142762
1544	815164	3141943
1545	815659	3141290
1546	816147	3140611
1547	816649	3139986
1548	817186	3139495
1549	817736	3139053
1550	818296	3138651
1551	818710	3137686
1552	819188	3136968
1553	819693	3136358
1554	820264	3135996
1555	820747	3135297
1556	821191	3134450
1557	821699	3133851
1558	822250	3133411
1559	822758	3132812
1560	823387	3132670
1561	823863	3131948
1562	824317	3131140
1563	824865	3130689
1564	825332	3129933
1565	825834	3129311
1566	826302	3128561
1567	826772	3127814
1568	827365	3127537
1569	827900	3127039
1570	828377	3126321
1571	828868	3125657
1572	829361	3124998
1573	829838	3124284
1574	830347	3123686
1575	830862	3123114
1576	831412	3122672
1577	831989	3122333
1578	832509	3121780
1579	833058	3121332
1580	833536	3120621
1581	834083	3120169
1582	834634	3119729
1583	835191	3119315
1584	835654	3118548
1585	836111	3117756
1586	836758	3117676
1587	837317	3117268
1588	837801	3116578
1589	838287	3115897
1590	838765	3115188
1591	839308	3114721
1592	839806	3114085
1593	840332	3113552
1594	840909	3113210
1595	841365	3112419
1596	841809	3111585
1597	842227	3110655
1598	842742	3110082
1599	843292	3109642
1600	843738	3108815
1601	844265	3108288
1602	844779	3107715
1603	845204	3106810
1604	845705	3106189
1605	846191	3105511
1606	846676	3104832
1607	847225	3104385
1608	847733	3103789
1609	848182	3102979
1610	848692	3102389
1611	849202	3101802
1612	849776	3101446
1613	850294	3100888
1614	850820	3100356
1615	851344	3099820
1616	851866	3099277
1617	852441	3098924
1618	853005	3098532
1619	853469	3097778
1620	853966	3097144
1621	854530	3096749
1622	855087	3096332
1623	855590	3095720
1624	856107	3095157
1625	856650	3094690
1626	857139	3094024
1627	857644	3093421
1628	858157	3092845
1629	858600	3092016
1630	859101	3091395
1631	859629	3090872
1632	860154	3090341
1633	860672	3089782
1634	861239	3089399
1635	861785	3088944
1636	862264	3088244
1637	862689	3087352
1638	863238	3086906
1639	863697	3086138
1640	864175	3085438
1641	864741	3085051
1642	865280	3084569
1643	865814	3084067
1644	866282	3083332
1645	866808	3082805
1646	867261	3082018
1647	867778	3081456
1648	868348	3081085
1649	868904	3080660
1650	869429	3080127
1651	869865	3079281
1652	870357	3078632
1653	870852	3077993
1654	871315	3077244
1655	871778	3076494
1656	872250	3075773
1657	872731	3075090
1658	873268	3074600
1659	873807	3074116
1660	874323	3073556
1661	874728	3072602
1662	875216	3071940
1663	875714	3071317
1664	876265	3070876
1665	876803	3070392
1666	877351	3069939
1667	877907	3069519
1668	878432	3068986
1669	878923	3068337
1670	879415	3067693
1671	879934	3067140
1672	880439	3066539
1673	880991	3066104
1674	881520	3065586
1675	882031	3065007
1676	882546	3064439
1677	883067	3063896
1678	883601	3063395
1679	884028	3062528
1680	884541	3061953
1681	885051	3061372
1682	885523	3060658
1683	886018	3060025
1684	886545	3059504
1685	887066	3058957
1686	887570	3058357
1687	888122	3057918
1688	888671	3057473
1689	889213	3057001
1690	889900	3057024
1691	890423	3056488
1692	890962	3056006
1693	891475	3055434
1694	891984	3054848
1695	892498	3054280
1696	893039	3053807
1697	893516	3053110
1698	893981	3052376
1699	894496	3051811
1700	894956	3051059
1701	895534	3050708
1702	896023	3050058
1703	896550	3049534
1704	897011	3048786
1705	897536	3048256
1706	898060	3047725
1707	898582	3047183
1708	899100	3046629
1709	899627	3046107
1710	900148	3045564
1711	900664	3045004
1712	901169	3044405
1713	901716	3043949
1714	902228	3043377
1715	902735	3042787
1716	903317	3042450
1717	903829	3041875
1718	904331	3041267
1719	904773	3040458
1720	905255	3039786
1721	905738	3039114
1722	906209	3038406
1723	906666	3037649
1724	907191	3037117
1725	907639	3036331
1726	908109	3035621
1727	908570	3034878
1728	908986	3033985
1729	909552	3033592
1730	910035	3032924
1731	910505	3032215
1732	910988	3031545
1733	911466	3030861
1734	911947	3030189
1735	912485	3029703
1736	912986	3029097
1737	913416	3028253
1738	913947	3027747
1739	914526	3027399
1740	915017	3026756
1741	915528	3026183
1742	916098	3025805
1743	916618	3025260
1744	917085	3024542
1745	917643	3024124
1746	918212	3023740
1747	918775	3023337
1748	919301	3022815
1749	919837	3022323
1750	920317	3021648
1751	920842	3021121
1752	921360	3020570
1753	921921	3020161
1754	922449	3019643
1755	922994	3019179
1756	923505	3018608
1757	924032	3018086
1758	924504	3017384
1759	924961	3016636
1760	925404	3015840
1761	925898	3015213
1762	926356	3014467
1763	926905	3014019
1764	927365	3013280
1765	927925	3012866
1766	928446	3012328
1767	928820	3011311
1768	929460	3011156
1769	929938	3010480
1770	930407	3009772
1771	930929	3009234
1772	931375	3008453
1773	931867	3007818
1774	932383	3007264
1775	932885	3006664
1776	933396	3006094
1777	933901	3005503
1778	934455	3005071
1779	934962	3004485
1780	935477	3003928
1781	935989	3003360
1782	936409	3002497
1783	936939	3001987
1784	937531	3001675
1785	938064	3001174
1786	938557	3000546
1787	939045	2999903
1788	939519	2999216
1789	939997	2998538
1790	940474	2997859
1791	940983	2997284
1792	941493	2996709
1793	941989	2996093
1794	942581	2995779
1795	943110	2995267
1796	943657	2994813
1797	944153	2994196
1798	944646	2993569
1799	945107	2992840
1800	945652	2992377
1801	946181	2991866
1802	946655	2991180
1803	947188	2990678
1804	947690	2990081
1805	948071	2989101
1806	948609	2988618
1807	949051	2987833
1808	949586	2987338
1809	950066	2986672
1810	950585	2986129
1811	951043	2985396
1812	951515	2984705
1813	952028	2984142
1814	952600	2983764
1815	953121	2983228
1816	953662	2982752
1817	954189	2982234
1818	954745	2981806
1819	955183	2981013
1820	955722	2980531
1821	956205	2979875
1822	956721	2979324
1823	957194	2978638
1824	957706	2978073
1825	958171	2977362
1826	958686	2976809
1827	959190	2976219
1828	959759	2975832
1829	960258	2975227
1830	960881	2975007
1831	961380	2974402
1832	961851	2973711
1833	962361	2973140
1834	962843	2972485
1835	963401	2972061
1836	963886	2971414
1837	964340	2970671
1838	964890	2970224
1839	965414	2969698
1840	965947	2969201
1841	966502	2968767
1842	967084	2968418
1843	967548	2967709
1844	968087	2967228
1845	968579	2966601
1846	969280	2966616
1847	969757	2965945
1848	970214	2965215
1849	970754	2964736
1850	971275	2964200
1851	971794	2963656
1852	972290	2963044
1853	972729	2962259
1854	973238	2961687
1855	973640	2960791
1856	974175	2960296
1857	974731	2959868
1858	975236	2959284
1859	975757	2958749
1860	976246	2958115
1861	976777	2957610
1862	977302	2957086
1863	977765	2956376
1864	978312	2955919
1865	978753	2955142
1866	979356	2954854
1867	979810	2954118
1868	980320	2953550
1869	980855	2953055
1870	981381	2952536
1871	981899	2951994
1872	982541	2951819
1873	983038	2951214
1874	983580	2950741
1875	984053	2950062
1876	984574	2949525
1877	985023	2948777
1878	985569	2948315
1879	986129	2947898
1880	986585	2947167
1881	987058	2946491
1882	987598	2946013
1883	988114	2945462
1884	988665	2945017
1885	989164	2944416
1886	989671	2943839
1887	990170	2943240
1888	990672	2942650
1889	991165	2942032
1890	991665	2941434
1891	992151	2940795
1892	992664	2940236
1893	993115	2939495
1894	993509	2938587
1895	994041	2938084
1896	994598	2937656
1897	995116	2937114
1898	995741	2936887
1899	996193	2936149
1900	996675	2935499
1901	997077	2934617
1902	997594	2934071
1903	998047	2933337
1904	998598	2932892
1905	999047	2932145
1906	999556	2931577
1907	1000040	2930937
1908	1000562	2930404
1909	1001018	2929682
1910	1001518	2929086
1911	1001977	2928372
1912	1002470	2927759
1913	1002973	2927172
1914	1003453	2926521
1915	1003924	2925842
1916	1004398	2925174
1917	1004814	2924336
1918	1005308	2923725
1919	1005814	2923148
1920	1006309	2922542
1921	1006784	2921875
1922	1007256	2921202
1923	1007685	2920403
1924	1008357	2920306
1925	1008906	2919856
1926	1009357	2919121
1927	1009875	2918581
1928	1010312	2917807
1929	1010849	2917323
1930	1011317	2916637
1931	1011810	2916024
1932	1012414	2915734
1933	1012908	2915123
1934	1013439	2914620
1935	1013964	2914099
1936	1014459	2913493
1937	1015017	2913068
1938	1015506	2912444
1939	1016011	2911869
1940	1016544	2911371
1941	1017094	2910921
1942	1017588	2910313
1943	1018092	2909732
1944	1018598	2909158
1945	1019104	2908584
1946	1019569	2907893
1947	1020112	2907426
1948	1020609	2906826
1949	1021078	2906146
1950	1021704	2905913
1951	1022119	2905080
1952	1022621	2904496
1953	1023157	2904007
1954	1023656	2903414
1955	1024146	2902796
1956	1024679	2902298
1957	1025190	2901740
1958	1025647	2901028
1959	1026206	2900604
1960	1026708	2900019
1961	1027246	2899536
1962	1027809	2899125
1963	1028347	2898642
1964	1028815	2897961
1965	1029343	2897448
1966	1029937	2897123
1967	1030448	2896564
1968	1030917	2895889
1969	1031441	2895367
1970	1031917	2894709
1971	1032462	2894244
1972	1032937	2893585
1973	1033437	2892997
1974	1033960	2892472
1975	1034465	2891897
1976	1035085	2891642
1977	1035555	2890970
1978	1035916	2889993
1979	1036435	2889457
1980	1037016	2889092
1981	1037527	2888534
1982	1038009	2887896
1983	1038500	2887281
1984	1039000	2886693
1985	1039542	2886221
1986	1040066	2885699
1987	1040556	2885085
1988	1041065	2884520
1989	1041511	2883782
1990	1041953	2883035
1991	1042387	2882265
1992	1042963	2881887
1993	1043516	2881445
1994	1044070	2881005
1995	1044596	2880490
1996	1045099	2879911
1997	1045611	2879356
1998	1046102	2878744
1999	1046584	2878107
2000	1047084	2877520
2001	1047574	2876904
2002	1048210	2876692
2003	1048715	2876116
2004	1049228	2875565
2005	1049724	2874966
2006	1050225	2874383
2007	1050701	2873732
2008	1051130	2872951
2009	1051656	2872433
2010	1052161	2871860
2011	1052714	2871420
2012	1053176	2870728
2013	1053691	2870185
2014	1054210	2869650
2015	1054723	2869098
2016	1055167	2868359
2017	1055638	2867695
2018	1056155	2867156
2019	1056683	2866646
2020	1057229	2866184
2021	1057732	2865607
2022	1058207	2864953
2023	1058702	2864355
2024	1059233	2863853
2025	1059779	2863392
2026	1060354	2863009
2027	1060845	2862399
2028	1061487	2862196
2029	1062023	2861709
2030	1062465	2860966
2031	1062956	2860356
2032	1063431	2859703
2033	1063873	2858965
2034	1064360	2858343
2035	1064874	2857796
2036	1065423	2857344
2037	1065930	2856777
2038	1066511	2856410
2039	1067066	2855973
2040	1067660	2855638
2041	1068131	2854975
2042	1068690	2854549
2043	1069242	2854104
2044	1069828	2853747
2045	1070292	2853066
2046	1070845	2852623
2047	1071329	2851997
2048	1071868	2851515
2049	1072412	2851046
2050	1072857	2850315
2051	1073406	2849861
2052	1073927	2849333
2053	1074431	2848759
2054	1075104	2848635
2055	1075575	2847972
2056	1076060	2847350
2057	1076524	2846669
2058	1077074	2846218
2059	1077649	2845831
2060	1078168	2845298
2061	1078622	2844592
2062	1079138	2844050
2063	1079650	2843498
2064	1080164	2842950
2065	1080699	2842458
2066	1081219	2841927
2067	1081736	2841388
2068	1082222	2840768
2069	1082722	2840184
2070	1083217	2839588
2071	1083676	2838896
2072	1084207	2838395
2073	1084668	2837709
2074	1085217	2837254
2075	1085680	2836574
2076	1086219	2836093
2077	1086683	2835417
2078	1087179	2834825
2079	1087660	2834191
2080	1088366	2834145
2081	1088951	2833784
2082	1089433	2833154
2083	1089910	2832511
2084	1090449	2832030
2085	1090929	2831396
2086	1091399	2830736
2087	1091854	2830037
2088	1092320	2829367
2089	1092799	2828731
2090	1093319	2828198
2091	1093830	2827644
2092	1094331	2827065
2093	1094852	2826539
2094	1095386	2826045
2095	1095917	2825542
2096	1096446	2825036
2097	1096975	2824528
2098	1097472	2823939
2099	1097962	2823331
2100	1098498	2822842
2101	1099003	2822273
2102	1099586	2821906
2103	1100131	2821439
2104	1100598	2820773
2105	1101086	2820162
2106	1101705	2819885
2107	1102177	2819232
2108	1102593	2818436
2109	1103049	2817743
2110	1103611	2817319
2111	1104072	2816638
2112	1104680	2816332
2113	1105225	2815868
2114	1105733	2815307
2115	1106271	2814823
2116	1106706	2814077
2117	1107195	2813467
2118	1107778	2813097
2119	1108272	2812502
2120	1108735	2811828
2121	1109273	2811344
2122	1109774	2810765
2123	1110220	2810049
2124	1110685	2809379
2125	1111197	2808830
2126	1111677	2808200
2127	1112200	2807679
2128	1112704	2807108
2129	1113205	2806531
2130	1113686	2805903
2131	1114190	2805335
2132	1114874	2805218
2133	1115336	2804543
2134	1115900	2804124
2135	1116435	2803632
2136	1116883	2802923
2137	1117402	2802391
2138	1117905	2801820
2139	1118403	2801235
2140	1118836	2800487
2141	1119295	2799807
2142	1119785	2799202
2143	1120290	2798635
2144	1120784	2798042
2145	1121330	2797578
2146	1121847	2797042
2147	1122356	2796487
2148	1122811	2795795
2149	1123350	2795314
2150	1123847	2794728
2151	1124323	2794090
2152	1124764	2793364
2153	1125248	2792747
2154	1125737	2792142
2155	1126208	2791492
2156	1126730	2790969
2157	1127284	2790525
2158	1127914	2790268
2159	1128393	2789640
2160	1128908	2789098
2161	1129436	2788590
2162	1129985	2788133
2163	1130505	2787605
2164	1131024	2787073
2165	1131622	2786737
2166	1132133	2786188
2167	1132682	2785729
2168	1133154	2785083
2169	1133630	2784448
2170	1134082	2783753
2171	1134658	2783361
2172	1135179	2782835
2173	1135653	2782195
2174	1136108	2781506
2175	1136580	2780860
2176	1137038	2780182
2177	1137497	2779505
2178	1138015	2778971
2179	1138485	2778322
2180	1139033	2777862
2181	1139555	2777339
2182	1140018	2776674
2183	1140530	2776126
2184	1141132	2775799
2185	1141677	2775332
2186	1142191	2774789
2187	1142675	2774173
2188	1143189	2773631
2189	1143671	2773012
2190	1144226	2772568
2191	1144746	2772042
2192	1145273	2771530
2193	1145759	2770920
2194	1146233	2770281
2195	1146751	2769748
2196	1147206	2769065
2197	1147725	2768534
2198	1148232	2767976
2199	1148812	2767593
2200	1149320	2767037
2201	1149816	2766451
2202	1150319	2765882
2203	1150872	2765435
2204	1151424	2764985
2205	1151892	2764332
2206	1152494	2764002
2207	1153032	2763518
2208	1153517	2762906
2209	1154052	2762415
2210	1154652	2762080
2211	1155145	2761487
2212	1155650	2760924
2213	1156123	2760283
2214	1156657	2759789
2215	1157254	2759445
2216	1157699	2758739
2217	1158206	2758181
2218	1158702	2757596
2219	1159222	2757069
2220	1159729	2756510
2221	1160222	2755920
2222	1160734	2755372
2223	1161225	2754777
2224	1161718	2754187
2225	1162197	2753562
2226	1162666	2752914
2227	1163156	2752316
2228	1163616	2751647
2229	1164157	2751171
2230	1164672	2750630
2231	1165228	2750190
2232	1165810	2749809
2233	1166299	2749209
2234	1166845	2748743
2235	1167386	2748265
2236	1168053	2748083
2237	1168566	2747540
2238	1169038	2746900
2239	1169573	2746409
2240	1170041	2745760
2241	1170537	2745177
2242	1171108	2744770
2243	1171509	2743963
2244	1172017	2743409
2245	1172578	2742978
2246	1173080	2742407
2247	1173636	2741965
2248	1174174	2741481
2249	1174656	2740864
2250	1175157	2740293
2251	1175668	2739745
2252	1176118	2739055
2253	1176621	2738490
2254	1177107	2737884
2255	1177579	2737246
2256	1178092	2736702
2257	1178559	2736053
2258	1179046	2735450
2259	1179528	2734835
2260	1180049	2734311
2261	1180564	2733774
2262	1181170	2733447
2263	1181659	2732849
2264	1182216	2732407
2265	1182680	2731752
2266	1183214	2731258
2267	1183724	2730707
2268	1184282	2730268
2269	1184841	2729833
2270	1185359	2729302
2271	1185867	2728747
2272	1186396	2728242
2273	1186933	2727754
2274	1187320	2726923
2275	1187826	2726364
2276	1188313	2725761
2277	1188860	2725298
2278	1189320	2724635
2279	1189775	2723959
2280	1190340	2723536
2281	1190847	2722979
2282	1191363	2722445
2283	1191913	2721988
2284	1192348	2721267
2285	1192833	2720661
2286	1193349	2720127
2287	1193899	2719669
2288	1194569	2719485
2289	1195068	2718911
2290	1195568	2718339
2291	1196060	2717750
2292	1196577	2717218
2293	1197057	2716599
2294	1197503	2715906
2295	1197925	2715159
2296	1198440	2714622
2297	1198883	2713921
2298	1199345	2713265
2299	1199886	2712787
2300	1200420	2712292
2301	1200862	2711590
2302	1201370	2711038
2303	1201818	2710352
2304	1202356	2709865
2305	1202854	2709291
2306	1203379	2708778
2307	1203835	2708109
2308	1204413	2707712
2309	1204983	2707300
2310	1205532	2706839
2311	1206042	2706292
2312	1206515	2705662
2313	1207066	2705206
2314	1207734	2705013
2315	1208259	2704497
2316	1208795	2704007
2317	1209342	2703542
2318	1209844	2702977
2319	1210311	2702333
2320	1210839	2701824
2321	1211347	2701273
2322	1211795	2700588
2323	1212333	2700103
2324	1212821	2699505
2325	1213320	2698934
2326	1213862	2698456
2327	1214383	2697935
2328	1214938	2697486
2329	1215417	2696870
2330	1215904	2696272
2331	1216462	2695831
2332	1217053	2695462
2333	1217559	2694907
2334	1218057	2694331
2335	1218635	2693934
2336	1219166	2693433
2337	1219590	2692697
2338	1220101	2692153
2339	1220580	2691536
2340	1221242	2691324
2341	1221750	2690771
2342	1222228	2690155
2343	1222741	2689614
2344	1223271	2689111
2345	1223743	2688479
2346	1224217	2687854
2347	1224751	2687360
2348	1225309	2686918
2349	1225802	2686332
2350	1226280	2685716
2351	1226793	2685176
2352	1227263	2684540
2353	1227781	2684011
2354	1228296	2683475
2355	1228833	2682987
2356	1229346	2682448
2357	1229872	2681936
2358	1230405	2681438
2359	1230867	2680787
2360	1231336	2680152
2361	1231914	2679752
2362	1232424	2679205
2363	1232934	2678658
2364	1233397	2678010
2365	1233972	2677605
2366	1234635	2677391
2367	1235144	2676842
2368	1235696	2676386
2369	1236213	2675855
2370	1236689	2675234
2371	1237162	2674607
2372	1237621	2673950
2373	1238167	2673482
2374	1238622	2672816
2375	1239128	2672262
2376	1239551	2671528
2377	1240105	2671075
2378	1240670	2670648
2379	1241201	2670147
2380	1241653	2669476
2381	1242166	2668938
2382	1242704	2668450
2383	1243183	2667837
2384	1243722	2667355
2385	1244194	2666727
2386	1244771	2666323
2387	1245292	2665801
2388	1245758	2665162
2389	1246300	2664684
2390	1246753	2664015
2391	1247272	2663490
2392	1247949	2663300
2393	1248519	2662883
2394	1248998	2662269
2395	1249443	2661586
2396	1249904	2660934
2397	1250377	2660311
2398	1250890	2659771
2399	1251378	2659179
2400	1251878	2658611
2401	1252401	2658095
2402	1252913	2657553
2403	1253469	2657105
2404	1253964	2656527
2405	1254523	2656085
2406	1255068	2655614
2407	1255613	2655143
2408	1256168	2654691
2409	1256694	2654181
2410	1257135	2653488
2411	1257650	2652954
2412	1258114	2652311
2413	1258568	2651649
2414	1259039	2651020
2415	1259531	2650438
2416	1260009	2649826
2417	1260545	2649334
2418	1261147	2648983
2419	1261705	2648539
2420	1262143	2647842
2421	1262630	2647249
2422	1263136	2646694
2423	1263602	2646058
2424	1264140	2645571
2425	1264640	2645005
2426	1265150	2644461
2427	1265566	2643719
2428	1266133	2643295
2429	1266584	2642627
2430	1267136	2642169
2431	1267663	2641660
2432	1268176	2641121
2433	1268654	2640510
2434	1269121	2639876
2435	1269695	2639464
2436	1270235	2638983
2437	1270731	2638409
2438	1271234	2637850
2439	1271710	2637235
2440	1272257	2636768
2441	1272730	2636147
2442	1273234	2635589
2443	1273779	2635119
2444	1274325	2634647
2445	1274853	2634141
2446	1275362	2633594
2447	1275890	2633086
2448	1276395	2632532
2449	1276915	2632010
2450	1277404	2631422
2451	1277859	2630763
2452	1278346	2630173
2453	1278820	2629554
2454	1279296	2628941
2455	1279791	2628367
2456	1280288	2627795
2457	1280744	2627140
2458	1281274	2626638
2459	1281838	2626205
2460	1282343	2625651
2461	1282833	2625067
2462	1283347	2624531
2463	1283784	2623839
2464	1284312	2623332
2465	1284829	2622802
2466	1285358	2622297
2467	1285919	2621858
2468	1286380	2621214
2469	1286934	2620760
2470	1287501	2620333
2471	1287952	2619671
2472	1288513	2619229
2473	1289022	2618684
2474	1289525	2618128
2475	1290009	2617530
2476	1290574	2617098
2477	1291023	2616433
2478	1291562	2615948
2479	1292048	2615355
2480	1292493	2614682
2481	1293018	2614169
2482	1293507	2613583
2483	1294055	2613116
2484	1294566	2612575
2485	1295082	2612045
2486	1295630	2611578
2487	1296115	2610984
2488	1296578	2610346
2489	1297056	2609739
2490	1297436	2608936
2491	1297917	2608335
2492	1298371	2607680
2493	1298897	2607170
2494	1299413	2606638
2495	1299934	2606118
2496	1300651	2605990
2497	1301206	2605538
2498	1301634	2604831
2499	1302121	2604243
2500	1302636	2603710
2501	1303164	2603203
2502	1303672	2602657
2503	1304130	2602010
2504	1304647	2601482
2505	1305216	2601057
2506	1305763	2600588
2507	1306343	2600186
2508	1306915	2599767
2509	1307439	2599253
2510	1307971	2598752
2511	1308535	2598318
2512	1309083	2597850
2513	1309625	2597370
2514	1310069	2596699
2515	1310554	2596106
2516	1311005	2595447
2517	1311483	2594841
2518	1312050	2594411
2519	1312588	2593925
2520	1313022	2593232
2521	1313570	2592765
2522	1314202	2592462
2523	1314648	2591794
2524	1315102	2591142
2525	1315627	2590629
2526	1316151	2590115
2527	1316724	2589697
2528	1317261	2589207
2529	1317789	2588701
2530	1318258	2588077
2531	1318737	2587475
2532	1319287	2587012
2533	1319809	2586493
2534	1320335	2585982
2535	1320841	2585431
2536	1321348	2584884
2537	1321884	2584392
2538	1322411	2583884
2539	1322876	2583253
2540	1323403	2582746
2541	1323943	2582261
2542	1324413	2581643
2543	1324925	2581104
2544	1325442	2580576
2545	1325959	2580048
2546	1326518	2579601
2547	1327046	2579095
2548	1327657	2578750
2549	1328066	2578011
2550	1328609	2577532
2551	1329069	2576894
2552	1329544	2576285
2553	1330054	2575744
2554	1330551	2575177
2555	1331083	2574678
2556	1331610	2574168
2557	1332147	2573680
2558	1332639	2573103
2559	1333176	2572613
2560	1333717	2572131
2561	1334175	2571490
2562	1334686	2570950
2563	1335190	2570397
2564	1335693	2569842
2565	1336155	2569208
2566	1336723	2568778
2567	1337210	2568193
2568	1337707	2567627
2569	1338174	2567003
2570	1338647	2566392
2571	1339123	2565785
2572	1339627	2565232
2573	1340074	2564572
2574	1340686	2564226
2575	1341153	2563602
2576	1341648	2563032
2577	1342188	2562548
2578	1342724	2562057
2579	1343236	2561520
2580	1343724	2560937
2581	1344220	2560370
2582	1344737	2559842
2583	1345214	2559239
2584	1345719	2558688
2585	1346205	2558102
2586	1346705	2557543
2587	1347225	2557022
2588	1347715	2556442
2589	1348229	2555909
2590	1348730	2555351
2591	1349211	2554757
2592	1349717	2554209
2593	1350142	2553508
2594	1350656	2552975
2595	1351208	2552514
2596	1351717	2551972
2597	1352184	2551350
2598	1352708	2550836
2599	1353203	2550267
2600	1353880	2550042
2601	1354345	2549416
2602	1354827	2548825
2603	1355326	2548263
2604	1355854	2547756
2605	1356418	2547318
2606	1356983	2546881
2607	1357455	2546269
2608	1357935	2545674
2609	1358483	2545204
2610	1358980	2544640
2611	1359468	2544058
2612	1359876	2543328
2613	1360315	2542654
2614	1360777	2542025
2615	1361296	2541503
2616	1361860	2541064
2617	1362374	2540531
2618	1362892	2540006
2619	1363444	2539545
2620	1363955	2539007
2621	1364427	2538396
2622	1364963	2537906
2623	1365490	2537397
2624	1366009	2536875
2625	1366468	2536240
2626	1367129	2535980
2627	1367634	2535431
2628	1368062	2534739
2629	1368548	2534155
2630	1369085	2533667
2631	1369585	2533108
2632	1370074	2532530
2633	1370560	2531947
2634	1371098	2531458
2635	1371626	2530952
2636	1372143	2530425
2637	1372687	2529949
2638	1373168	2529357
2639	1373624	2528718
2640	1374131	2528172
2641	1374650	2527650
2642	1375232	2527243
2643	1375756	2526729
2644	1376296	2526245
2645	1376732	2525571
2646	1377251	2525047
2647	1377757	2524501
2648	1378299	2524021
2649	1378760	2523391
2650	1379251	2522817
2651	1379622	2522024
2652	1380266	2521731
2653	1380804	2521243
2654	1381350	2520770
2655	1381933	2520363
2656	1382435	2519809
2657	1383032	2519428
2658	1383536	2518879
2659	1384000	2518255
2660	1384553	2517796
2661	1385054	2517239
2662	1385559	2516692
2663	1385994	2516017
2664	1386548	2515557
2665	1387038	2514982
2666	1387524	2514400
2667	1388019	2513834
2668	1388496	2513235
2669	1389027	2512734
2670	1389504	2512137
2671	1389965	2511509
2672	1390513	2511039
2673	1390977	2510417
2674	1391450	2509812
2675	1391962	2509278
2676	1392471	2508738
2677	1392985	2508206
2678	1393602	2507861
2679	1394044	2507200
2680	1394506	2506575
2681	1395054	2506104
2682	1395539	2505520
2683	1396099	2505072
2684	1396633	2504578
2685	1397106	2503972
2686	1397655	2503504
2687	1398120	2502885
2688	1398576	2502250
2689	1399116	2501765
2690	1399606	2501191
2691	1400076	2500581
2692	1400565	2500007
2693	1401099	2499512
2694	1401573	2498910
2695	1402052	2498315
2696	1402559	2497772
2697	1402991	2497096
2698	1403487	2496534
2699	1404102	2496181
2700	1404575	2495577
2701	1405173	2495196
2702	1405668	2494632
2703	1406183	2494103
2704	1406788	2493734
2705	1407315	2493225
2706	1407792	2492629
2707	1408292	2492075
2708	1408852	2491625
2709	1409358	2491079
2710	1409859	2490527
2711	1410422	2490083
2712	1410856	2489410
2713	1411410	2488950
2714	1411924	2488419
2715	1412368	2487766
2716	1412860	2487196
2717	1413377	2486670
2718	1413872	2486106
2719	1414288	2485403
2720	1414776	2484828
2721	1415241	2484211
2722	1415795	2483751
2723	1416288	2483184
2724	1416737	2482540
2725	1417211	2481939
2726	1417762	2481474
2727	1418295	2480977
2728	1418747	2480339
2729	1419277	2479836
2730	1419916	2479524
2731	1420393	2478929
2732	1420927	2478433
2733	1421486	2477981
2734	1421924	2477320
2735	1422443	2476797
2736	1422974	2476297
2737	1423452	2475705
2738	1423977	2475194
2739	1424491	2474663
2740	1425008	2474139
2741	1425506	2473581
2742	1426018	2473047
2743	1426554	2472555
2744	1427061	2472013
2745	1427630	2471578
2746	1428124	2471013
2747	1428577	2470378
2748	1429069	2469811
2749	1429575	2469266
2750	1430013	2468605
2751	1430543	2468102
2752	1430994	2467464
2753	1431504	2466928
2754	1431985	2466341
2755	1432442	2465713
2756	1433052	2465348
2757	1433539	2464772
2758	1434037	2464216
2759	1434528	2463646
2760	1435037	2463107
2761	1435494	2462480
2762	1435982	2461906
2763	1436543	2461457
2764	1437075	2460959
2765	1437613	2460470
2766	1438068	2459840
2767	1438564	2459279
2768	1439079	2458752
2769	1439620	2458268
2770	1440178	2457814
2771	1440713	2457320
2772	1441229	2456794
2773	1441797	2456357
2774	1442275	2455765
2775	1442759	2455185
2776	1443265	2454642
2777	1443722	2454015
2778	1444234	2453483
2779	1444725	2452916
2780	1445283	2452460
2781	1445867	2452049
2782	1446485	2451696
2783	1446956	2451094
2784	1447433	2450502
2785	1447957	2449989
2786	1448443	2449412
2787	1448967	2448900
2788	1449517	2448432
2789	1450000	2447849
2790	1450544	2447371
2791	1451014	2446767
2792	1451499	2446189
2793	1452031	2445691
2794	1452521	2445121
2795	1453024	2444574
2796	1453569	2444097
2797	1454054	2443518
2798	1454518	2442905
2799	1454995	2442313
2800	1455542	2441839
2801	1456051	2441302
2802	1456513	2440686
