iter	Logloss
337	0.2209499664
338	0.2209068489
339	0.2208722144
340	0.2208308825
341	0.2207939407
342	0.2207632927
343	0.2207256688
344	0.2206807437
345	0.2206374607
346	0.220603396
347	0.2205776358
348	0.2205328475
349	0.2204989852
350	0.2204708116
351	0.2204350597
352	0.2203996183
353	0.2203651578
354	0.2203296923
355	0.2202972645
356	0.2202625638
357	0.2202254417
358	0.2201891991
359	0.2201543789
360	0.2201198715
361	0.2200853388
362	0.2200483158
363	0.220015358
364	0.2199772468
365	0.2199422785
366	0.2199082387
367	0.219875202
368	0.2198406795
369	0.2198138723
370	0.2197824321
371	0.2197418912
372	0.2197102486
373	0.2196775114
374	0.2196514717
375	0.219614025
376	0.21957615
377	0.2195358871
378	0.2195065198
379	0.2194766905
380	0.2194504144
381	0.2194119429
382	0.2193819293
383	0.2193511177
384	0.2193232119
385	0.2192834614
386	0.2192531798
387	0.219225403
388	0.2192019844
389	0.2191684688
390	0.2191401571
391	0.2191017617
392	0.2190729214
393	0.2190390586
394	0.2190149756
395	0.218984833
396	0.2189562546
397	0.2189229229
398	0.2188905145
399	0.21885814
400	0.2188237177
401	0.2187842947
402	0.2187540751
403	0.2187256938
404	0.2186932956
405	0.2186709352
406	0.2186317385
407	0.2185965633
408	0.2185715098
409	0.2185421941
410	0.2185170792
411	0.2184807563
412	0.2184585246
413	0.2184248639
414	0.218401548
415	0.2183722346
416	0.2183479642
417	0.218321761
418	0.2182959825
419	0.2182695855
420	0.218235158
421	0.2182074101
422	0.2181779683
423	0.2181478621
424	0.2181150996
425	0.2180807471
426	0.2180464579
427	0.2180145788
428	0.2179768744
429	0.2179466565
430	0.217924195
431	0.2178991374
432	0.2178655915
433	0.2178349117
434	0.2178093982
435	0.2177819852
436	0.2177586908
437	0.2177279975
438	0.2177023597
439	0.2176772257
440	0.2176448205
441	0.2176146898
442	0.2175900673
443	0.2175679971
444	0.2175337946
445	0.2175049302
446	0.2174766936
447	0.2174517161
448	0.2174154574
449	0.2173769864
450	0.2173415944
451	0.2173232912
452	0.2172978959
453	0.2172753254
454	0.2172375535
455	0.2172039739
456	0.2171786885
457	0.2171499496
458	0.2171250183
459	0.2170950984
460	0.2170733533
461	0.2170426813
462	0.2170119165
463	0.2169837512
464	0.2169541281
465	0.2169221127
466	0.2168876811
467	0.216857637
468	0.2168314227
469	0.2168032193
470	0.2167808064
471	0.2167546049
472	0.2167237173
473	0.2166902805
474	0.2166704083
475	0.2166418067
476	0.2166143367
477	0.2165810635
478	0.2165522899
479	0.2165258707
480	0.2164954848
481	0.2164686945
482	0.2164468312
483	0.2164243855
484	0.2163984504
485	0.2163752692
486	0.2163458072
487	0.2163203937
488	0.2162946926
489	0.2162627436
490	0.2162368505
491	0.2162064041
492	0.2161783156
493	0.216148691
494	0.2161303409
495	0.2161044177
496	0.2160830747
497	0.216055092
498	0.2160330452
499	0.2160043165
500	0.2159771208
501	0.2159553217
502	0.2159274176
503	0.215899736
504	0.2158693015
505	0.2158503308
506	0.2158273744
507	0.2158068652
508	0.2157814261
509	0.2157529159
510	0.2157316536
511	0.2157066886
512	0.215687381
513	0.2156608651
514	0.2156388882
515	0.2156165966
516	0.2155918828
517	0.2155680828
518	0.2155352027
519	0.2155087494
520	0.2154865566
521	0.2154662852
522	0.2154440953
523	0.2154251285
524	0.2153933422
525	0.215364336
526	0.2153316039
527	0.2153005441
528	0.2152771415
529	0.2152635891
530	0.2152323973
531	0.2152052065
532	0.2151876539
533	0.2151641495
534	0.2151357971
535	0.2151073821
536	0.2150854232
537	0.2150634429
538	0.2150363639
539	0.2150101024
540	0.2149856795
541	0.2149665248
542	0.214943389
543	0.2149127815
544	0.2148859854
545	0.2148680797
546	0.2148465102
547	0.2148196079
548	0.2147922891
549	0.214769135
550	0.2147497686
551	0.2147254311
552	0.2146979345
553	0.2146733835
554	0.2146473133
555	0.2146159853
556	0.2145894703
557	0.214565679
558	0.2145386743
559	0.2145196395
560	0.2144991596
561	0.214479038
562	0.2144462998
563	0.2144248046
564	0.2144060287
565	0.2143836439
566	0.2143584896
567	0.2143372852
568	0.2143150298
569	0.2142903926
570	0.2142699704
571	0.2142414924
572	0.2142151886
573	0.2141852745
574	0.2141611672
575	0.214137275
576	0.2141093834
577	0.2140861958
578	0.2140652193
579	0.2140429392
580	0.2140137982
581	0.2139870219
582	0.2139583787
583	0.2139317266
584	0.2139013408
585	0.213874212
586	0.21384552
587	0.2138273315
588	0.213806806
589	0.2137743428
590	0.2137541578
591	0.2137341631
592	0.2137064772
593	0.2136822787
594	0.2136580337
595	0.2136300489
596	0.2136004548
597	0.2135771736
598	0.2135610398
599	0.2135365855
600	0.213514271
601	0.2134889141
602	0.2134630817
603	0.2134393106
604	0.2134205354
605	0.2133928476
606	0.2133708742
607	0.2133492371
608	0.2133242482
609	0.2133045698
610	0.2132801938
611	0.2132604044
612	0.2132302433
613	0.2132127367
614	0.2131941787
615	0.2131748838
616	0.2131534762
617	0.2131264313
618	0.213104543
619	0.2130785775
620	0.2130520401
621	0.2130213607
622	0.2129964812
623	0.2129741296
624	0.212954313
625	0.2129336325
626	0.2129067882
627	0.2128811854
628	0.212856906
629	0.2128365829
630	0.2128112094
631	0.2127880331
632	0.2127685966
633	0.2127458849
634	0.2127233178
635	0.2127033342
636	0.2126827799
637	0.2126540628
638	0.2126349559
639	0.2126098241
640	0.2125810754
641	0.2125634849
642	0.2125430549
643	0.2125193152
644	0.2124949936
645	0.212477363
646	0.2124584327
647	0.2124292694
648	0.2124095114
649	0.2123870453
650	0.2123627504
651	0.2123345525
652	0.2123176313
653	0.2122916521
654	0.2122734994
655	0.2122473717
656	0.2122203573
657	0.2122048787
658	0.2121825712
659	0.212154299
660	0.2121279614
661	0.2121125294
662	0.2120916426
663	0.2120655558
664	0.2120445552
665	0.2120230447
666	0.212005891
667	0.211980966
668	0.2119580881
669	0.2119293861
670	0.2119012225
671	0.2118764509
672	0.2118493369
673	0.2118227466
674	0.2117987958
675	0.211775496
676	0.2117500493
677	0.2117267351
678	0.2117034193
679	0.2116817257
680	0.2116545281
681	0.2116323339
682	0.2116072673
683	0.2115766978
684	0.2115562028
685	0.2115287269
686	0.2115066379
687	0.2114842005
688	0.2114586213
689	0.2114376763
690	0.211411629
691	0.2113830121
692	0.2113660666
693	0.2113342974
694	0.2113053563
695	0.2112833877
696	0.2112608777
697	0.2112342775
698	0.2112109577
699	0.2111931502
700	0.2111703737
701	0.211144115
702	0.2111172321
703	0.2110953488
704	0.2110697726
705	0.2110448903
706	0.2110176952
707	0.2109874325
708	0.2109585516
709	0.210934175
710	0.2109035838
711	0.2108825441
712	0.2108535419
713	0.2108260913
714	0.2108088678
715	0.2107873822
716	0.2107576939
717	0.2107386908
718	0.2107179544
719	0.2106898029
720	0.2106705789
721	0.2106374647
722	0.210612569
723	0.2105897473
724	0.2105652272
725	0.2105371604
726	0.2105139652
727	0.2104897145
728	0.2104631519
729	0.2104390504
730	0.2104120073
731	0.2103862731
732	0.2103617856
733	0.2103323411
734	0.2103039269
735	0.2102790167
736	0.2102501446
737	0.2102257225
738	0.2102089506
739	0.2101841876
740	0.2101640117
741	0.2101420048
742	0.2101178127
743	0.2101003847
744	0.2100804837
745	0.2100536699
746	0.2100316904
747	0.210002666
748	0.209983292
749	0.2099592351
750	0.2099338481
751	0.2099055605
752	0.2098822408
753	0.2098589653
754	0.2098342594
755	0.2098060739
756	0.2097839118
757	0.2097605817
758	0.2097366544
759	0.2097153823
760	0.2096966946
761	0.2096817113
762	0.2096610534
763	0.2096334266
764	0.2096100884
765	0.2095786689
766	0.2095559974
767	0.2095361873
768	0.2095181514
769	0.2094913046
770	0.2094638653
771	0.2094405135
772	0.2094113212
773	0.2093916175
774	0.20937114
775	0.2093450833
776	0.2093259087
777	0.2093023975
778	0.2092813736
779	0.2092602401
780	0.2092405941
781	0.2092162077
782	0.2091990371
783	0.209177408
784	0.209151686
785	0.2091239186
786	0.2091001363
787	0.2090791993
788	0.2090613871
789	0.2090403181
790	0.2090181038
791	0.2089971622
792	0.208973216
793	0.208951416
794	0.2089291194
795	0.2089061252
796	0.2088772509
797	0.2088520082
798	0.2088320571
799	0.2088051382
800	0.2087841531
801	0.2087572584
802	0.2087344365
803	0.2087140685
804	0.2086973117
805	0.208672121
806	0.208653603
807	0.2086291392
808	0.208603407
809	0.2085806439
810	0.2085577185
811	0.2085360649
812	0.2085146634
813	0.208497489
814	0.2084771425
815	0.2084556215
816	0.2084257451
817	0.2084010946
818	0.2083754704
819	0.2083520556
820	0.2083264267
821	0.2083018866
822	0.2082786281
823	0.2082614823
824	0.2082370181
825	0.2082191814
826	0.2082010617
827	0.2081770604
828	0.2081547115
829	0.208135139
830	0.2081108771
831	0.2080884901
832	0.2080695514
833	0.2080469234
834	0.2080235419
835	0.2080026468
836	0.2079773314
837	0.2079516586
838	0.207926297
839	0.2079052844
840	0.2078858799
841	0.2078661381
842	0.2078396724
843	0.2078158135
844	0.2077939103
845	0.2077716193
846	0.2077507183
847	0.2077346963
848	0.2077145045
849	0.207693631
850	0.2076730704
851	0.2076478305
852	0.2076244905
853	0.2076031284
854	0.2075872752
855	0.2075686927
856	0.2075472984
857	0.2075215006
858	0.2075002191
859	0.20748216
860	0.2074636191
861	0.2074436726
862	0.2074199316
863	0.20739511
864	0.2073769153
865	0.2073583919
866	0.2073380288
867	0.2073155107
868	0.2072982559
869	0.2072788173
870	0.2072564635
871	0.2072313442
872	0.2072054638
873	0.2071848205
874	0.2071606678
875	0.2071430748
876	0.2071252585
877	0.2071022642
878	0.2070817606
879	0.2070613871
880	0.2070391237
881	0.2070188315
882	0.2069894189
883	0.2069748306
884	0.2069515965
885	0.2069351913
886	0.2069176176
887	0.2068972463
888	0.206877348
889	0.2068608193
890	0.2068417201
891	0.2068219897
892	0.2067995281
893	0.2067765654
894	0.2067576471
895	0.2067376347
896	0.2067107134
897	0.2066892631
898	0.2066659064
899	0.2066421119
900	0.2066164864
901	0.2065938556
902	0.2065771791
903	0.2065582079
904	0.2065398514
905	0.206516741
906	0.2064973184
907	0.2064741226
908	0.206447329
909	0.2064303219
910	0.2064038618
911	0.2063821443
912	0.2063588909
913	0.2063378853
914	0.2063171053
915	0.2062967248
916	0.2062721609
917	0.2062508888
918	0.2062287224
919	0.2062114009
920	0.2061848236
921	0.2061645665
922	0.2061421787
923	0.2061248266
924	0.2061029138
925	0.2060825945
926	0.2060640003
927	0.2060411246
928	0.206023166
929	0.2060054156
930	0.2059823622
931	0.2059634215
932	0.2059429542
933	0.2059156958
934	0.2058966733
935	0.205874962
936	0.2058522145
937	0.2058350192
938	0.2058141283
939	0.2057900099
940	0.2057669599
941	0.205750681
942	0.2057326469
943	0.2057180804
944	0.2056989938
945	0.2056737474
946	0.2056512259
947	0.2056319153
948	0.2056130819
949	0.2055930835
950	0.2055710022
951	0.2055426078
952	0.2055237797
953	0.205502531
954	0.2054796826
955	0.2054614478
956	0.2054365998
957	0.2054187754
958	0.2053984689
959	0.2053802108
960	0.2053644517
961	0.2053453163
962	0.2053201878
963	0.2053007308
964	0.2052821154
965	0.2052598992
966	0.2052318323
967	0.2052065326
968	0.2051881809
969	0.2051656447
970	0.205144281
971	0.205127544
972	0.2051018225
973	0.2050841638
974	0.205075008
975	0.2050531478
976	0.2050411866
977	0.2050208518
978	0.2049982565
979	0.2049785503
980	0.2049574432
981	0.2049374041
982	0.2049200444
983	0.2048986438
984	0.2048772955
985	0.2048584603
986	0.2048376038
987	0.2048150673
988	0.2048071512
989	0.2047918264
990	0.2047703689
991	0.2047448282
992	0.204730034
993	0.2047035472
994	0.2046832568
995	0.2046574377
996	0.2046332289
997	0.2046171476
998	0.204600273
999	0.204583898
1000	0.2045636797
1001	0.2045462523
1002	0.2045231182
1003	0.204510294
1004	0.204495473
1005	0.2044725949
1006	0.2044542963
1007	0.2044351854
1008	0.2044155306
1009	0.2043982254
1010	0.2043788565
1011	0.2043576132
1012	0.2043370025
1013	0.204318008
1014	0.2043036202
1015	0.2042861834
1016	0.2042661334
1017	0.2042522523
1018	0.204238924
1019	0.204221363
1020	0.2042086253
1021	0.2041824595
1022	0.2041646847
1023	0.2041444806
1024	0.2041282967
1025	0.2041086758
1026	0.2040958621
1027	0.2040708302
1028	0.2040527503
1029	0.2040345499
1030	0.204016407
1031	0.2039903487
1032	0.2039679443
1033	0.2039481044
1034	0.2039258308
1035	0.2039026895
1036	0.2038814755
1037	0.2038638321
1038	0.2038570607
1039	0.2038385822
1040	0.2038226989
1041	0.2037977277
1042	0.2037766975
1043	0.2037609975
1044	0.2037500283
1045	0.203730437
1046	0.2037086489
1047	0.2036891271
1048	0.203670849
1049	0.2036501641
1050	0.2036288324
1051	0.2036050144
1052	0.2035842455
1053	0.2035666193
1054	0.2035495861
1055	0.203532405
1056	0.2035173941
1057	0.2034930625
1058	0.203475103
1059	0.2034542669
1060	0.203436366
1061	0.2034133125
1062	0.2033956824
1063	0.2033727994
1064	0.2033535372
1065	0.2033349026
1066	0.2033182182
1067	0.2032937126
1068	0.2032790315
1069	0.2032666612
1070	0.2032469162
1071	0.2032307496
1072	0.203210838
1073	0.2031921049
1074	0.2031779164
1075	0.2031613437
1076	0.2031403882
1077	0.2031224408
1078	0.2031012135
1079	0.2030784486
1080	0.2030562273
1081	0.2030337687
1082	0.2030326911
1083	0.203016271
1084	0.2029936436
1085	0.2029735089
1086	0.2029570392
1087	0.2029366454
1088	0.2029195435
1089	0.2028940246
1090	0.2028769445
1091	0.2028758928
1092	0.2028570125
1093	0.2028406056
1094	0.202822786
1095	0.2028008733
1096	0.2027804135
1097	0.2027616376
1098	0.2027473753
1099	0.2027297026
1100	0.2027110142
1101	0.2026969187
1102	0.2026803522
1103	0.2026631055
1104	0.202643809
1105	0.2026294529
1106	0.2026097271
1107	0.2025952191
1108	0.2025779442
1109	0.2025549801
1110	0.2025321293
1111	0.2025107794
1112	0.202490915
1113	0.202479842
1114	0.2024648875
1115	0.2024364088
1116	0.2024206808
1117	0.2023961257
1118	0.2023710478
1119	0.2023545994
1120	0.2023347382
1121	0.2023152127
1122	0.2022882641
1123	0.2022695441
1124	0.2022503781
1125	0.202233405
1126	0.2022101589
1127	0.2021935045
1128	0.2021759653
1129	0.2021601509
1130	0.2021387029
1131	0.2021150077
1132	0.2020990118
1133	0.2020797649
1134	0.2020562994
1135	0.2020403994
1136	0.2020148062
1137	0.2019985389
1138	0.2019736739
1139	0.201958479
1140	0.2019397136
1141	0.2019233429
1142	0.2019067157
1143	0.2018934017
1144	0.2018725728
1145	0.2018522777
1146	0.2018387376
1147	0.2018211746
1148	0.2018072898
1149	0.2017910948
1150	0.2017681214
1151	0.2017546501
1152	0.2017356326
1153	0.2017187434
1154	0.2017041162
1155	0.2016854063
1156	0.2016687049
1157	0.2016496045
1158	0.201631913
1159	0.2016079478
1160	0.2015873673
1161	0.2015737978
1162	0.2015556821
1163	0.2015387132
1164	0.2015186128
1165	0.2014994207
1166	0.2014790734
1167	0.2014649181
1168	0.2014432821
1169	0.2014256247
1170	0.2014050641
1171	0.201390804
1172	0.2013772556
1173	0.2013563578
1174	0.2013303722
1175	0.2013120626
1176	0.2012903671
1177	0.201273699
1178	0.2012590087
1179	0.2012459557
1180	0.2012319975
1181	0.2012162871
1182	0.2012020763
1183	0.2011797804
1184	0.2011595762
1185	0.2011433987
1186	0.2011243537
1187	0.201109262
1188	0.2010871095
1189	0.2010667684
1190	0.2010613572
1191	0.2010440189
1192	0.2010219822
1193	0.2010062214
1194	0.2009879006
1195	0.2009735206
1196	0.2009566148
1197	0.2009391759
1198	0.2009176941
1199	0.2008957092
1200	0.2008786269
1201	0.2008628991
1202	0.2008422658
1203	0.2008240203
1204	0.2008085363
1205	0.2007923846
1206	0.2007738168
1207	0.2007577961
1208	0.2007419026
1209	0.2007232173
1210	0.200699698
1211	0.2006807348
1212	0.2006646746
1213	0.2006466572
1214	0.20063059
1215	0.2006109649
1216	0.2005915769
1217	0.2005780913
1218	0.2005652238
1219	0.2005422586
1220	0.2005230523
1221	0.2005223809
1222	0.2005035614
1223	0.2004810533
1224	0.2004667972
1225	0.200449861
1226	0.200432963
1227	0.2004104163
1228	0.2004098348
1229	0.2003938742
1230	0.20037874
1231	0.2003780857
1232	0.2003573248
1233	0.2003419692
1234	0.2003413942
1235	0.2003187797
1236	0.200297644
1237	0.2002755907
1238	0.2002601082
1239	0.2002398572
1240	0.2002216455
1241	0.2002035206
1242	0.2001903087
1243	0.2001893663
1244	0.2001709301
1245	0.2001700477
1246	0.2001560916
1247	0.2001359954
1248	0.2001193271
1249	0.20010203
1250	0.2000867762
1251	0.2000677927
1252	0.2000482809
1253	0.2000280553
1254	0.2000117986
1255	0.2000109653
1256	0.2000103273
1257	0.1999942606
1258	0.1999706987
1259	0.1999547181
1260	0.19993972
1261	0.1999387082
1262	0.19992627
1263	0.1999058776
1264	0.1998881706
1265	0.1998689101
1266	0.1998588611
1267	0.1998396363
1268	0.199826499
1269	0.1998098388
1270	0.199809134
1271	0.1997919142
1272	0.1997697038
1273	0.1997545673
1274	0.1997393618
1275	0.1997346604
1276	0.1997217526
1277	0.1997030749
1278	0.199692091
1279	0.1996673396
1280	0.1996519567
1281	0.1996377477
1282	0.1996227864
1283	0.1996006165
1284	0.1995833523
1285	0.1995654194
1286	0.199541893
1287	0.199520292
1288	0.1995036849
1289	0.1994847454
1290	0.1994676022
1291	0.1994640189
1292	0.1994475536
1293	0.1994469829
1294	0.1994262707
1295	0.1994034902
1296	0.1993874011
1297	0.1993868788
1298	0.1993713034
1299	0.1993517488
1300	0.1993366559
1301	0.1993196386
1302	0.1993065225
1303	0.1992897574
1304	0.1992773769
1305	0.199260977
1306	0.1992412396
1307	0.1992292871
1308	0.1992093986
1309	0.1992088969
1310	0.1991896255
1311	0.1991682959
1312	0.1991496103
1313	0.1991336683
1314	0.1991192863
1315	0.1991045193
1316	0.1990911164
1317	0.1990749888
1318	0.199053314
1319	0.1990524418
1320	0.1990332732
1321	0.1990221461
1322	0.1990085024
1323	0.198991263
1324	0.1989730289
1325	0.1989523676
1326	0.1989374634
1327	0.1989200875
1328	0.198902588
1329	0.1988852234
1330	0.1988686254
1331	0.1988526434
1332	0.1988411582
1333	0.1988405953
1334	0.1988246205
1335	0.1988135636
1336	0.1987950243
1337	0.1987798765
1338	0.1987655489
1339	0.1987651326
1340	0.1987645232
1341	0.1987465713
1342	0.1987310341
1343	0.1987149369
1344	0.1986921628
1345	0.1986775562
1346	0.1986621691
1347	0.1986566957
1348	0.1986443905
1349	0.1986311366
1350	0.1986101671
1351	0.1985870147
1352	0.1985717803
1353	0.1985584648
1354	0.198540913
1355	0.1985245975
1356	0.1985073832
1357	0.1984849258
1358	0.1984708415
1359	0.1984488803
1360	0.1984319176
1361	0.1984181115
1362	0.1984051411
1363	0.1983794643
1364	0.1983602862
1365	0.1983450521
1366	0.1983324687
1367	0.198313175
1368	0.1982975674
1369	0.1982813537
1370	0.1982805623
1371	0.1982606056
1372	0.198244704
1373	0.1982277909
1374	0.1982105703
1375	0.1981928838
1376	0.198179876
1377	0.1981586928
1378	0.1981412941
1379	0.1981208564
1380	0.1981023676
1381	0.1980880789
1382	0.1980701947
1383	0.1980479672
1384	0.1980239579
1385	0.1980034166
1386	0.1979871544
1387	0.1979866007
1388	0.1979698088
1389	0.1979565373
1390	0.1979408464
1391	0.1979245172
1392	0.1979111029
1393	0.1979022405
1394	0.1979013161
1395	0.1978893377
1396	0.1978662866
1397	0.1978483638
1398	0.197830706
1399	0.197818501
1400	0.1978181264
1401	0.1977955657
1402	0.1977784171
1403	0.1977574937
1404	0.197742006
1405	0.1977263787
1406	0.1977110639
1407	0.1976916842
1408	0.1976798085
1409	0.1976597584
1410	0.1976372866
1411	0.1976228488
1412	0.1976095987
1413	0.1975927487
1414	0.1975743513
1415	0.1975591954
1416	0.1975421036
1417	0.197541514
1418	0.1975242939
1419	0.1975101472
1420	0.1974925125
1421	0.1974774429
1422	0.1974633466
1423	0.1974516344
1424	0.1974370157
1425	0.1974238228
1426	0.1974044488
1427	0.1973908268
1428	0.1973773137
1429	0.1973524441
1430	0.1973397637
1431	0.1973264805
1432	0.1973256418
1433	0.1973139769
1434	0.1972923901
1435	0.19727757
1436	0.1972580524
1437	0.1972403112
1438	0.1972242912
1439	0.1972114443
1440	0.1971925531
1441	0.1971749036
1442	0.1971556889
1443	0.1971379255
1444	0.1971154203
1445	0.1970991736
1446	0.1970870473
1447	0.1970655496
1448	0.1970428343
1449	0.1970223415
1450	0.1970058708
1451	0.1969898505
1452	0.1969692541
1453	0.1969500821
1454	0.1969324613
1455	0.1969295095
1456	0.1969141613
1457	0.1968946883
1458	0.1968812278
1459	0.1968596625
1460	0.196842808
1461	0.196826529
1462	0.1968114792
1463	0.1967981974
1464	0.1967763506
1465	0.1967609951
1466	0.1967441256
1467	0.1967247664
1468	0.1967019279
1469	0.1966851049
1470	0.1966710807
1471	0.1966543609
1472	0.1966411535
1473	0.1966263886
1474	0.1966091414
1475	0.1965886262
1476	0.1965771338
1477	0.1965644978
1478	0.1965539088
1479	0.1965534747
1480	0.1965375689
1481	0.19652497
1482	0.1965058003
1483	0.196489975
1484	0.1964692785
1485	0.1964589199
1486	0.1964455473
1487	0.1964311435
1488	0.1964138344
1489	0.1963990274
1490	0.196380029
1491	0.1963741856
1492	0.1963611374
1493	0.196347934
1494	0.1963316317
1495	0.1963134658
1496	0.1962992231
1497	0.1962778967
1498	0.1962602288
1499	0.1962419786
1500	0.1962280131
1501	0.1962130665
1502	0.1961975986
1503	0.1961872697
1504	0.1961715
1505	0.1961709809
1506	0.1961545112
1507	0.1961385294
1508	0.1961380207
1509	0.1961241005
1510	0.1961011628
1511	0.1960853262
1512	0.1960630267
1513	0.196046035
